,GW,GW,GW,GW,GW,GW,GW,GW,GW,GW,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,DDM,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,JL,JL,JL,JL,JL,JL,JL,JL,JL,JL,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,,,,
2019-12-05,759.5,402.497,351350,164428,170262,471357,0,0,109.168,51,1060,405.732,346194,164191,172113,226311,0,0,67.418,50,814.5,390.024,300889,135838,147273,419867,0,0,85.024,56,,358.494,397015,181579,196959,216376,0,0,46.114,49,32.4632,8.46929,0,0.02933,0.01904,0.01853,1.13372,-4.4,-8.5,-0.2,0,31.9,0,0,0,0,3.662,2.202,2.92,1.458
2019-12-06,1163.5,403.922,351350,164428,170262,487883,0,0,109.168,51,1661.5,402.407,346194,164191,172113,229816,0,0,67.418,50,1267,387.38,300889,135838,147273,419753,0,0,85.024,56,33,357.531,397015,181579,196959,213899,0,0,46.114,49,27.78623,7.21485,0,0.02486,0.01527,0.01816,1.06815,-5.9,-10.6,-1,0,34.5,0,0,0,0,3.38,1.972,2.698,1.306
2019-12-07,1816.5,415.864,351350,164428,170262,417752,0,0,109.168,51,2072,401.127,346194,164191,172113,203301,0,0,67.418,50,1978.5,371.286,300889,135838,147273,295883,0,0,85.024,56,,375.121,397015,181579,196959,165576,0,0,46.114,49,26.34326,6.45348,0,0.01634,0.01438,0.00502,2.156,-2.4,-5.5,1.2,0.1,65,0,0,0,0,2.814,1.796,2.06,1.222
2019-12-08,2227.5,415.148,351350,164428,170262,305914,0,0,109.168,51,2921.5,403.046,346194,164191,172113,152026,0,0,67.418,50,2479.5,364.049,300889,135838,147273,203033,0,0,85.024,56,,384.015,397015,181579,196959,119599,0,0,46.114,49,35.7552,7.88195,0,0.01769,0.01192,0.00749,5.99915,-0.9,-5.5,4.9,0,65.1,0,0,0,0,3.012,1.67,1.924,1.208
2019-12-09,2627.5,402.033,351350,164428,170262,457675,0,0,109.168,51,3529.5,405.296,346194,164191,172113,224493,0,0,67.418,50,2986,386.194,300889,135838,147273,404322,0,0,85.024,56,,361.037,397015,181579,196959,213094,0,0,46.114,49,39.25023,9.82524,0,0.02961,0.01941,0.01834,17.12117,3.2,-1.3,8,0,56.8,0,0,0,0,4.18,2.794,3.266,1.688
2019-12-10,3695,402.388,351350,164428,170262,466598,0,0,109.168,51,5326.5,405.554,346194,164191,172113,227089,0,0,67.418,50,40058.5,388.949,300889,135838,147273,415861,0,0,85.024,56,65,358.079,397015,181579,196959,217343,0,0,46.114,49,36.21202,9.83975,0,0.03134,0.0237,0.02286,48.15237,8.1,6,10.8,1.7,82.3,0,0,0,0,4.254,2.7,3.43,1.75
2019-12-11,2985.5,404.178,351350,164428,170262,475581,0,0,109.168,51,4238.5,406.985,346194,164191,172113,230077,0,0,67.418,50,3190,389.937,300889,135838,147273,423286,0,0,85.024,56,98,358.491,397015,181579,196959,218741,0,0,46.114,49,36.71959,9.70923,0,0.02887,0.01699,0.02137,45.62777,6.3,0.1,9.8,0.2,62,0,0,0,0,4.222,2.684,3.422,1.774
2019-12-12,760,402.968,351350,164428,170262,486501,0,0,109.168,51,1109.5,405.449,346194,164191,172113,234709,0,0,67.418,50,914,389.506,300889,135838,147273,424011,0,0,85.024,56,,356.02,397015,181579,196959,219444,0,0,46.114,49,33.94967,8.16474,0,0.03408,0.01709,0.01601,9.60205,-0.7,-3.5,3.4,0,45.4,0,0,0,0,4.024,2.664,3.456,1.776
2019-12-13,1262,403.45,351350,164428,170262,509876,0,0,109.168,51,1512,402.73,346194,164191,172113,245144,0,0,67.418,50,1215,387.654,300889,135838,147273,432806,0,0,85.024,56,1421,356.406,397015,181579,196959,221788,0,0,46.114,49,30.01232,7.78768,0,0.02668,0.01681,0.01336,5.37308,2.1,-3.7,5.9,1,53.6,0,0,0,0,3.982,2.542,3.482,1.72
2019-12-14,2019,417.951,351350,164428,170262,450634,0,0,109.168,51,2074,405.667,346194,164191,172113,220210,0,0,67.418,50,1872,372.347,300889,135838,147273,300471,0,0,85.024,56,2020,372.394,397015,181579,196959,175490,0,0,46.114,49,29.33072,6.67826,0,0.01373,0.01597,0.0047,5.87043,2.7,-0.1,6.4,0,58.3,0,0,0,0,3.35,2.17,2.542,1.492
2019-12-15,1816.5,419.284,351350,164428,170262,327501,0,0,109.168,50,1965,406.005,346194,164191,172113,158138,0,0,67.418,50,1670,365.247,300889,135838,147273,203057,0,0,85.024,56,1819.5,382.241,397015,181579,196959,125159,0,0,46.114,49,38.12631,7.63541,0,0.01662,0.0142,0.00698,5.21633,5.3,0.4,11,0,52.5,0,0,0,0,4.044,2.17,2.642,1.514
2019-12-16,1767,406.072,351350,164428,170262,475039,0,0,109.168,51,1963,407.522,346194,164191,172113,231803,0,0,67.418,50,1771,387.319,300889,135838,147273,407633,0,0,85.024,56,1470.5,358.308,397015,181579,196959,212037,0,0,46.114,49,41.08476,9.55695,0,0.02724,0.01685,0.01667,6.7267,7.8,2.1,12.9,0,58.9,0,0,0,0,4.85,3.238,4.132,2.046
2019-12-17,1412.5,404.58,351350,164428,170262,465897,0,0,109.168,51,1563,408.033,346194,164191,172113,218712,0,0,67.418,50,1117.5,389.064,300889,135838,147273,414299,0,0,85.024,56,1465.5,357.856,397015,181579,196959,209058,0,0,46.114,49,38.32209,9.41918,0,0.0271,0.0182,0.01741,4.158,7.7,3.2,10.2,9.8,81.4,0,0,0,0,3.256,1.966,2.408,1.304
2019-12-18,1968.5,404.333,351350,164428,170262,484165,0,0,109.168,51,1919,407.393,346194,164191,172113,237285,0,0,67.418,50,1671.5,389.205,300889,135838,147273,426791,0,0,85.024,56,2121,355.651,397015,181579,196959,214803,0,0,46.114,49,36.24102,8.8826,0,0.02691,0.01723,0.01681,3.5424,0.8,-1.7,5.2,0,64.6,0,0,0,0,4.364,2.696,3.514,1.894
2019-12-19,1362,403.387,351350,164428,170262,489069,0,0,109.168,51,1311.5,404.507,346194,164191,172113,238073,0,0,67.418,50,1265.5,389.171,300889,135838,147273,429509,0,0,85.024,56,1514.5,355.498,397015,181579,196959,215740,0,0,46.114,49,32.804,8.75208,0,0.03022,0.0169,0.01769,2.27829,-0.8,-4.5,3.1,0,47.8,0,0,0,0,4.16,2.634,3.404,1.692
2019-12-20,1363.5,405.381,351350,164428,170262,533477,0,0,109.168,51,1362.5,402.597,346194,164191,172113,251280,0,0,67.418,50,1466.5,388.635,300889,135838,147273,443645,0,0,85.024,56,1413.5,356.138,397015,181579,196959,224374,0,0,46.114,49,28.27931,7.62091,0,0.02267,0.01741,0.01471,2.33403,-1.1,-3.5,2,0,45.3,0,0,0,0,3.944,2.51,3.274,1.728
2019-12-21,1865.5,418.676,351350,164428,170262,458920,0,0,109.168,51,1858,399.244,346194,164191,172113,214359,0,0,67.418,50,1669,371.771,300889,135838,147273,306013,0,0,85.024,56,1818.5,374.836,397015,181579,196959,173481,0,0,46.114,49,31.20875,7.35262,0,0.01201,0.01504,0.00414,4.1179,-1.2,-5.1,1.5,0.6,68.1,0,0,0,0,2.654,1.528,1.792,1.16
2019-12-22,3078.5,418.898,351350,164428,170262,341828,0,0,109.168,51,2927,396.867,346194,164191,172113,160255,0,0,67.418,50,2931,359.331,300889,135838,147273,205466,0,0,85.024,56,2976.5,385.283,397015,181579,196959,125752,0,0,46.114,49,37.36494,8.37502,0,0.0156,0.01178,0.00698,7.96636,4.1,0.3,8.4,0.3,63.4,0,0,0,0,3.184,1.888,2.236,1.37
2019-12-23,2575.5,399.949,351350,164428,170262,472976,0,0,109.168,51,2820.5,394.12,346194,164191,172113,229547,0,0,67.418,50,2628.5,381.685,300889,135838,147273,406460,0,0,85.024,56,2675.5,362.861,397015,181579,196959,212571,0,0,46.114,49,40.56993,9.16539,0,0.02435,0.0155,0.01522,13.4731,3.4,0.3,5.2,2.9,80.4,0,0,0,0,3.486,2.086,2.91,1.35
2019-12-24,3036.5,404.145,351350,164428,170262,521610,0,0,109.168,51,3777,390.876,346194,164191,172113,241963,0,0,67.418,50,3337.5,382.724,300889,135838,147273,423374,0,0,85.024,56,3486,361.825,397015,181579,196959,217672,0,0,46.114,49,28.67087,7.15684,0,0.01839,0.01518,0.0095,12.91497,0.8,-2.9,6.5,0,67.9,0,0,0,0,3.836,2.512,3.392,1.734
2019-12-25,2377,417.12,351350,164428,170262,349509,0,0,109.168,51,2621.5,391.65,346194,164191,172113,165773,0,0,67.418,50,2326.5,361.591,300889,135838,147273,218810,0,0,85.024,56,2625,383.462,397015,181579,196959,127607,0,0,46.114,49,33.54361,7.86019,0,0.01057,0.01634,0.004,11.62799,2,-2.7,6.6,0,60.8,0,0,0,0,3.008,1.66,2.052,1.27
2019-12-26,2370.5,400.9,351350,164428,170262,464441,0,0,109.168,51,2324,390.461,346194,164191,172113,231276,0,0,67.418,50,2328,382.504,300889,135838,147273,402656,0,0,85.024,56,2674,362.899,397015,181579,196959,210129,0,0,46.114,49,41.46907,9.49894,0,0.02109,0.01727,0.0115,9.00415,2,-2.4,4.1,0.3,59,0,0,0,0,2.94,1.92,2.366,1.258
2019-12-27,1666.5,399.453,351350,164428,170262,495249,0,0,109.168,51,1566.5,388.445,346194,164191,172113,247202,0,0,67.418,50,1620.5,382.301,300889,135838,147273,416840,0,0,85.024,56,2068,361.184,397015,181579,196959,214640,0,0,46.114,49,39.51127,8.43303,0,0.01802,0.01811,0.01001,4.49148,-1.7,-4.6,2.6,0,45.4,0,0,0,0,3.378,2.136,2.678,1.466
2019-12-28,2216.5,410.6,351350,164428,170262,412166,0,0,109.168,51,2119,389.812,346194,164191,172113,211904,0,0,67.418,50,2073,362.343,300889,135838,147273,271997,0,0,85.024,56,2173,378.725,397015,181579,196959,161220,0,0,46.114,49,36.92988,8.19374,0,0.01029,0.0122,0.00209,3.95529,1.1,-3.6,6.1,0,47.6,0,0,0,0,3.226,1.958,2.168,1.522
2019-12-29,2219,412.129,351350,164428,170262,308215,0,0,109.168,51,2270.5,389.573,346194,164191,172113,150959,0,0,67.418,50,2172.5,355.39,300889,135838,147273,193158,0,0,85.024,56,2222,387.912,397015,181579,196959,117190,0,0,46.114,49,47.71952,9.49894,0,0.01182,0.01378,0.00316,4.30558,3.8,1.1,6.2,1.4,52.5,0,0,0,0,2.568,1.498,1.63,1.104
2019-12-30,1816,398.393,351350,164428,170262,460799,0,0,109.168,51,1865,387.711,346194,164191,172113,228603,0,0,67.418,50,1772,376.77,300889,135838,147273,387941,0,0,85.024,56,1870.5,365.232,397015,181579,196959,203890,0,0,46.114,49,46.77688,9.99927,0,0.02007,0.01564,0.0074,4.58029,2.7,-5.7,6.8,0.4,70.3,0,0,0,0,2.734,1.708,2.312,1.15
2019-12-31,1111,402.069,351350,164428,170262,461446,0,0,109.168,51,1260.5,384.429,346194,164191,172113,215212,0,0,67.418,50,1264.5,371.704,300889,135838,147273,365736,0,0,85.024,56,1163.5,367.866,397015,181579,196959,196036,0,0,46.114,49,35.28388,7.6064,0,0.01392,0.01499,0.00563,1.77809,-7.9,-10.9,-4.5,0,39.3,0,0,0,0,2.162,1.446,1.91,1.006
2020-01-01,87779,409.819,351263,164730,170164,236351,0,0,93.608,51,1416.5,379.468,346080,164359,171964,108095,0,0,58.058,50,104444.3333,352.441,300410,135732,147020,144282,0,0,74.796,56,111344,388.516,396755,181774,196803,88840,0,0,41.51,49,53.29562,10.57211,0,0.01052,0.01215,0.00181,2.80657,-2.2,-6.5,0.3,0.1,64.4,0,0,0,0,1.796,1.244,1.432,1.008
2020-01-02,232051.3333,394.471,351263,164730,170164,430710,0,0,93.608,51,18891189.75,384.178,346080,164359,171964,215579,0,0,58.058,50,178452,375.745,300410,135732,147020,372503,0,0,74.796,56,171653.3333,365.019,396755,181774,196803,196991,0,0,41.51,49,59.7056,12.26887,0,0.02258,0.01476,0.0061,8.01377,1,-0.7,3.8,0,65.4,0,0,0,0,3.252,2.07,2.754,1.422
2020-01-03,19936968.5,395.961,351263,164730,170164,466572,0,0,93.608,51,59,384.144,346080,164359,171964,231773,0,0,58.058,50,218753.6667,377.565,300410,135732,147020,393994,0,0,74.796,56,255854.6667,361.311,396755,181774,196803,206693,0,0,41.51,49,49.24951,9.81074,0,0.01946,0.01588,0.00665,13.18945,-0.1,-3.4,4.6,0,56.9,0,0,0,0,3.548,2.278,3.016,1.634
2020-01-04,2724.5,414.636,351263,164730,170164,393192,0,0,93.608,51,235051.3333,386.92,346080,164359,171964,194812,0,0,58.058,50,2377,362.057,300410,135732,147020,255268,0,0,74.796,56,13379014,378.864,396755,181774,196803,152912,0,0,41.51,49,48.82894,9.2234,0,0.0101,0.01355,0.00251,11.44251,1.2,-2.8,6.1,0,50.8,0,0,0,0,3.268,2.024,2.166,1.392
2020-01-05,191584,413.943,351263,164730,170164,291802,0,0,93.608,51,13123887.5,389.581,346080,164359,171964,145634,0,0,58.058,50,135048.6667,355.989,300410,135732,147020,183006,0,0,74.796,56,174783.6667,387.875,396755,181774,196803,114672,0,0,41.51,49,60.22043,9.99202,0,0.01336,0.01145,0.00321,9.37689,1.3,-3.2,6.6,0,45.6,0,0,0,0,3.026,1.692,1.934,1.36
2020-01-06,111245,396.037,351263,164730,170164,434480,0,0,93.608,51,1914,387.874,346080,164359,171964,215560,0,0,58.058,50,1917.5,379.102,300410,135732,147020,382865,0,0,74.796,56,2173.5,364.997,396755,181774,196803,202346,0,0,41.51,49,68.2039,11.31172,0,0.02244,0.01783,0.00419,5.58846,3.1,0.6,4.6,1.8,65.4,0,0,0,0,1.934,1.264,1.46,0.766
2020-01-07,193,395.542,351263,164730,170164,422780,0,0,93.608,51,556,389.965,346080,164359,171964,198520,0,0,58.058,50,15324.75,379.96,300410,135732,147020,377296,0,0,74.796,56,36977.5,365.175,396755,181774,196803,198555,0,0,41.51,49,58.12486,11.17395,0,0.02533,0.01671,0.004,2.53074,6.3,4.2,7.7,46.3,95,0,0,0,0,0.232,0.144,0.222,0.104
2020-01-08,90843,394.348,351263,164730,170164,444612,0,0,93.608,51,10842,390.946,346080,164359,171964,222217,0,0,58.058,50,84236.66667,381.192,300410,135732,147020,396387,0,0,74.796,56,104542.3333,364.423,396755,181774,196803,203725,0,0,41.51,49,53.41889,11.13044,0,0.0243,0.0169,0.00353,4.3664,2.4,-0.4,8.9,11.6,86.1,0,0,0,0,2.43,1.568,2.216,1.096
2020-01-09,148282.6667,395.687,351263,164730,170164,453273,0,0,93.608,51,178252,389.918,346080,164359,171964,230830,0,0,58.058,50,164950.6667,380.666,300410,135732,147020,396777,0,0,74.796,56,2525,362.397,396755,181774,196803,207152,0,0,41.51,49,50.04713,10.19505,0,0.02156,0.01853,0.00428,5.96623,-1.2,-3.1,2,0,65.3,0,0,0,0,3.382,2.068,2.718,1.506
2020-01-10,2882,396.076,351263,164730,170164,482669,0,0,93.608,51,212091.3333,388.846,346080,164359,171964,242434,0,0,58.058,50,3033.5,378.943,300410,135732,147020,410286,0,0,74.796,56,16421667.25,362.222,396755,181774,196803,213839,0,0,41.51,49,39.51852,10.03553,0,0.0217,0.0406,0.00381,9.4854,-0.6,-4.3,4.2,0,62.9,0,0,0,0,3.584,2.108,2.862,1.438
2020-01-11,2723,409.487,351263,164730,170164,405923,0,0,93.608,51,165017,391.885,346080,164359,171964,209934,0,0,58.058,50,175020,365.423,300410,135732,147020,275586,0,0,74.796,56,13893837.5,378.669,396755,181774,196803,160938,0,0,41.51,49,37.85802,7.83119,0,0.01173,0.01359,0.00242,11.41657,-0.1,-2.6,3.9,0,60.9,0,0,0,0,2.83,1.758,1.964,1.322
2020-01-12,178114.3333,411.171,351263,164730,170164,305055,0,0,93.608,51,12606138,391.156,346080,164359,171964,152546,0,0,58.058,50,2021.5,359.128,300410,135732,147020,202833,0,0,74.796,56,148283.3333,387.6,396755,181774,196803,117327,0,0,41.51,49,46.50134,10.02102,0,0.01266,0.01704,0.00279,8.68362,-1,-3.5,2.8,0,61.5,0,0,0,0,2.48,1.48,1.732,1.148
2020-01-13,87409.33333,392.496,351263,164730,170164,437697,0,0,93.608,51,1061.5,389.706,346080,164359,171964,227197,0,0,58.058,50,7058183.5,379.031,300410,135732,147020,382974,0,0,74.796,56,1513.5,364.074,396755,181774,196803,204913,0,0,41.51,49,53.60017,11.33347,0,0.02225,0.01662,0.00409,4.21961,-2.9,-4.7,0.2,0,51,0,0,0,0,3.096,1.96,2.492,1.274
2020-01-14,8325733.25,391.681,351263,164730,170164,444109,0,0,93.608,51,140876.3333,390.258,346080,164359,171964,229164,0,0,58.058,50,1915,379.59,300410,135732,147020,391755,0,0,74.796,56,6825784,362.635,396755,181774,196803,205686,0,0,41.51,49,48.64041,10.70988,0,0.02407,0.01774,0.00372,3.2595,-2.3,-5.7,2.6,0,45.3,0,0,0,0,3.336,2.076,2.824,1.34
2020-01-15,8615885.25,392.073,351263,164730,170164,452646,0,0,93.608,51,137878,390.233,346080,164359,171964,234315,0,0,58.058,50,114345,382.007,300410,135732,147020,397047,0,0,74.796,56,1768.5,362.808,396755,181774,196803,207612,0,0,41.51,49,43.75317,10.12254,0,0.02379,0.02021,0.00405,3.22941,-2.7,-6.4,2.2,0,44.8,0,0,0,0,3.438,2.066,2.714,1.332
2020-01-16,2122,391.981,351263,164730,170164,451541,0,0,93.608,51,930683129.4,387.785,346080,164359,171964,238631,0,0,58.058,50,121547.3333,379.793,300410,135732,147020,394608,0,0,74.796,56,141481.3333,363.663,396755,181774,196803,207772,0,0,41.51,49,41.78087,9.68022,0,0.02137,0.01671,0.00433,3.11714,-1.7,-5.5,3.2,0,43,0,0,0,0,3.444,2.076,2.896,1.282
2020-01-17,191983.3333,393.18,351263,164730,170164,479495,0,0,93.608,51,178584.6667,384.998,346080,164359,171964,248506,0,0,58.058,50,12951342,377.005,300410,135732,147020,407800,0,0,74.796,56,198418.3333,362.516,396755,181774,196803,212275,0,0,41.51,49,38.40185,9.40468,0,0.01941,0.01508,0.00381,4.16708,-0.6,-4.8,4.9,0,43.9,0,0,0,0,3.496,2.068,2.87,1.372
2020-01-18,202121.3333,408.721,351263,164730,170164,401839,0,0,93.608,51,194853.6667,388.599,346080,164359,171964,216764,0,0,58.058,50,191887.3333,363.86,300410,135732,147020,276213,0,0,74.796,56,62,379.518,396755,181774,196803,158486,0,0,41.51,49,35.43615,8.19374,0,0.01285,0.0121,0.00209,6.80014,0.3,-4.1,5.9,0,48.1,0,0,0,0,3.044,1.784,2.292,1.35
2020-01-19,252019.3333,410.604,351263,164730,170164,295797,0,0,93.608,51,241920,389.176,346080,164359,171964,152125,0,0,58.058,50,2883.5,356.507,300410,135732,147020,190794,0,0,74.796,56,212487.6667,390.427,396755,181774,196803,115450,0,0,41.51,49,43.55014,8.49104,0,0.01425,0.01425,0.00391,10.27567,1.9,-0.4,5.3,0.6,62.8,0,0,0,0,2.184,1.3,1.654,0.944
2020-01-20,2527,391.476,351263,164730,170164,443084,0,0,93.608,51,11873714,384.798,346080,164359,171964,242450,0,0,58.058,50,16126562.75,376.76,300410,135732,147020,390078,0,0,74.796,56,2925.5,366.475,396755,181774,196803,206743,0,0,41.51,49,44.81183,9.99202,0,0.02361,0.01629,0.00498,8.32727,0.7,-3.3,5.5,0,46.8,0,0,0,0,3.156,2.142,2.852,1.394
2020-01-21,131312,390.73,351263,164730,170164,445429,0,0,93.608,51,128247.6667,383.596,346080,164359,171964,241311,0,0,58.058,50,131614,376.999,300410,135732,147020,393065,0,0,74.796,56,15605987.5,364.066,396755,181774,196803,208035,0,0,41.51,49,40.96149,9.57145,0,0.02137,0.01704,0.004,4.58834,-0.4,-5.6,5.5,0,36.9,0,0,0,0,3.42,2.288,2.996,1.62
2020-01-22,2125,390.711,351263,164730,170164,453608,0,0,93.608,51,2025,379.542,346080,164359,171964,242867,0,0,58.058,50,134750.3333,375.486,300410,135732,147020,394860,0,0,74.796,56,13363589,364.181,396755,181774,196803,208053,0,0,41.51,49,36.00899,8.31701,0,0.02063,0.0148,0.00377,4.75087,3,-0.1,7.8,0,36,0,0,0,0,3.78,2.424,3.074,1.626
2020-01-23,191990.6667,389.786,351263,164730,170164,449791,0,0,93.608,51,18651590,373.57,346080,164359,171964,230192,0,0,58.058,50,3025.5,363.562,300410,135732,147020,365243,0,0,74.796,56,3579.5,369.388,396755,181774,196803,197698,0,0,41.51,49,29.46124,7.43963,0,0.01625,0.01378,0.00279,5.65715,4.6,0,9.9,0,49.3,0,0,0,0,3.998,2.424,3.172,1.8
2020-01-24,3580.5,370.336,351263,164730,170164,215828,0,0,93.608,51,3288.5,354.587,346080,164359,171964,113487,0,0,58.058,50,242325.6667,322.467,300410,135732,147020,127966,0,0,74.796,56,212423,383.087,396755,181774,196803,88610,0,0,41.51,49,27.16989,6.23595,0,0.00824,0.00917,0.00204,7.61021,2.8,-1.3,7.4,0,63,0,0,0,0,2.388,1.392,1.864,1.288
2020-01-25,3221,351.236,351263,164730,170164,179022,0,0,93.608,51,144820,344.108,346080,164359,171964,85164,0,0,58.058,50,184847.6667,309.087,300410,135732,147020,105012,0,0,74.796,56,188214.3333,381.99,396755,181774,196803,82014,0,0,41.51,49,30.88245,6.72902,0,0.00684,0.00861,0.00214,6.94068,4.3,0.6,8.8,0,63.1,0,0,0,0,1.936,1.168,1.362,0.954
2020-01-26,568040469.6,365.778,351263,164730,170164,242850,0,0,93.608,51,24,348.246,346080,164359,171964,110925,0,0,58.058,50,87808,315.438,300410,135732,147020,142316,0,0,74.796,56,1561,377.507,396755,181774,196803,97133,0,0,41.51,49,43.6444,8.51279,0,0.00842,0.00931,0.00158,5.92795,5.5,-0.2,11.9,0,56.3,0,0,0,0,2.83,1.442,2.202,1.22
2020-01-27,456,394.275,351263,164730,170164,251035,0,0,93.608,51,2775254.5,366.97,346080,164359,171964,119785,0,0,58.058,50,43704.66667,341.526,300410,135732,147020,156394,0,0,74.796,56,37137,392.632,396755,181774,196803,99349,0,0,41.51,49,61.22108,9.75998,0,0.0115,0.01378,0.0027,3.55898,5.9,4.8,7.5,0.1,48.1,0,0,0,0,1.984,1.24,1.42,1.016
2020-01-28,508.5,390.907,351263,164730,170164,398954,0,0,93.608,51,5030328.75,378.795,346080,164359,171964,193968,0,0,58.058,50,40437.66667,373.487,300410,135732,147020,350555,0,0,74.796,56,27205.33333,370.897,396755,181774,196803,190323,0,0,41.51,49,57.68254,11.40598,0,0.02137,0.0169,0.00498,3.78596,6.8,4.3,9.9,0,49.4,0,0,0,0,3.61,2.424,3.022,1.678
2020-01-29,50571.66667,390.799,351263,164730,170164,412392,0,0,93.608,51,860,379.505,346080,164359,171964,204464,0,0,58.058,50,60605.66667,376.551,300410,135732,147020,374044,0,0,74.796,56,73805.33333,367.121,396755,181774,196803,198431,0,0,41.51,49,56.52236,11.13044,0,0.02193,0.01681,0.00493,3.71029,6,3.2,9.6,0,46.4,0,0,0,0,4.224,2.752,3.474,1.936
2020-01-30,6783055.75,390.977,351263,164730,170164,411957,0,0,93.608,51,63906.66667,380.106,346080,164359,171964,207340,0,0,58.058,50,57240,377.694,300410,135732,147020,374581,0,0,74.796,56,658,366.697,396755,181774,196803,198565,0,0,41.51,49,49.36552,10.57211,0,0.02188,0.021,0.00563,4.13099,5.2,1.4,10.4,0,47,0,0,0,0,4.364,2.758,3.672,2.064
2020-01-31,90842.66667,393.374,351263,164730,170164,423525,0,0,93.608,51,1264.5,382.311,346080,164359,171964,210183,0,0,58.058,50,7818181.5,379.335,300410,135732,147020,380557,0,0,74.796,56,120775.6667,367.688,396755,181774,196803,197738,0,0,41.51,49,43.49938,8.81009,0,0.01834,0.01583,0.00675,5.34807,3.9,1.4,8.9,0,59.6,0,0,0,0,4.118,2.576,3.468,1.824
2020-02-01,235923.6667,408.672,351032,165100,170000,315171,0,0,88.638,51,215356.6667,386.522,346072,164844,171835,154480,0,0,57.39,50,215956,362.383,299797,135797,146688,224799,0,0,75.656,56,265589.6667,386.426,396314,182034,196483,133238,0,0,39.162,49,44.17373,8.78834,0,0.01089,0.01415,0.0026,10.20959,2.6,-1.2,7.6,0,66.6,0,0,0,0,3.236,2.158,2.398,1.574
2020-02-02,16174242,409.811,351032,165100,170000,229445,0,0,88.638,51,195655,389.622,346072,164844,171835,109716,0,0,57.39,50,3385.5,357.552,299797,135797,146688,155088,0,0,75.656,56,18694343,394.332,396314,182034,196483,96685,0,0,39.162,49,51.55536,9.75998,0,0.01229,0.01392,0.00414,13.01225,1.5,-2.1,5.3,0,52.3,0,0,0,0,2.868,1.794,1.994,1.148
2020-02-03,80675.33333,395.204,351032,165100,170000,388588,0,0,88.638,51,6808106.25,388.01,346072,164844,171835,192167,0,0,57.39,50,6813281,379.582,299797,135797,146688,354680,0,0,75.656,56,80841.66667,369.967,396314,182034,196483,189554,0,0,39.162,49,56.60938,11.23196,0,0.02281,0.01755,0.00842,5.43208,-0.4,-2.9,3,0,43.6,0,0,0,0,3.4,2.112,2.962,1.484
2020-02-04,84173.66667,394.515,351032,165100,170000,390293,0,0,88.638,51,77509.66667,387.477,346072,164844,171835,191779,0,0,57.39,50,1162,380.239,299797,135797,146688,361161,0,0,75.656,56,4810632.75,367.34,396314,182034,196483,189950,0,0,39.162,49,51.35958,10.71713,0,0.0257,0.0182,0.01066,3.24166,-1.6,-6,3.9,1.7,50.3,0,0,0,0,2.76,1.772,2.416,1.066
2020-02-05,74106,392.942,351032,165100,170000,377759,0,0,88.638,51,57310.33333,388.845,346072,164844,171835,181995,0,0,57.39,50,67507.33333,379.144,299797,135797,146688,356096,0,0,75.656,56,77507.33333,367.853,396314,182034,196483,184240,1,0,39.162,49,48.45914,9.72373,0,0.02221,0.01983,0.00861,2.06566,-8.3,-11,-4.9,0,37.3,0,0,0,0,2.652,1.548,2.12,0.972
